"id","train","target"
74020,1,0
74365,0,74.4
74411,0,0
74721,0,0
74918,0,0
75256,1,0
75426,0,0
76090,0,0
76473,0,0
76570,1,0
78310,1,0
78700,0,0
78840,0,9.9
78859,1,0
79014,0,0
79340,0,0
79545,0,0
79758,1,0
79804,0,0
80365,1,0
82490,0,0
82708,1,0
84050,1,0
84280,0,0
84603,1,0
84638,0,38.74
84689,0,0
85464,0,0
87424,0,0
87971,1,0
88013,0,0
88293,0,11.4
88390,0,0
88897,0,0
89460,1,0
91685,1,0
92347,1,0
92592,0,0
93149,0,0
93262,0,0
94480,0,0
95125,0,0
95567,1,0
95605,0,12.95
96997,1,0
97527,1,0
97861,1,0
98620,0,0
98906,0,0
99309,0,0
99430,0,0
99546,0,0
99619,0,0
99716,0,0
99830,0,0
100021,1,0
100420,0,0
100790,1,0
100927,0,0
101010,0,0
101192,0,26.85
102229,0,0
102563,0,0
102580,0,0
102733,1,0
103055,0,0
103446,0,0
103616,0,0
103705,0,0
104760,0,0
105546,0,0
105619,0,0
106410,1,0
107638,1,0
107751,0,0
108286,0,0
110620,0,15.85
110736,0,0
111040,1,0
111490,0,0
111929,1,0
112356,0,0
113506,0,0
113808,1,0
113840,0,0
114308,0,0
114529,0,0
115223,0,28.75
115819,0,0
116114,0,0
117315,0,0
117536,0,0
118257,0,0
120308,1,0
120693,1,0
120707,1,0
121088,0,0
121126,0,0
122165,0,0
123153,0,0
123161,0,9.9
123340,0,34.8
123625,0,0
123676,1,0
123986,1,0
124001,1,0
124230,1,0
124346,1,0
125717,1,0
126268,0,0
126306,0,39.55
126373,0,0
127957,0,0
127973,1,0
128090,0,0
128260,0,0
128600,0,0
128678,0,0
129348,0,0
129356,1,0
129895,0,0
130346,0,0
130427,0,0
130923,0,0
131270,0,0
131750,1,0
131911,0,0
132160,0,0
132292,0,0
132390,0,62.73
132438,0,0
132462,0,0
132748,0,0
133019,1,0
133051,1,0
133680,1,0
134031,0,0
135062,0,0
135151,0,0
135224,0,0
135976,0,0
136786,1,0
136816,0,0
136913,0,0
137057,1,0
137847,0,0
138002,0,0
138150,1,0
138347,0,0
138630,1,0
138703,0,0
139734,1,0
139939,0,0
140686,0,0
142204,1,0
143197,0,0
143286,1,0
143375,1,0
145564,0,0
145882,0,45.7
145920,0,0
146641,0,0
147400,0,0
147559,1,0
147648,1,22.95
148334,0,0
148997,0,0
149195,0,0
149683,0,0
149748,0,0
150355,0,0
150410,1,0
150525,0,21.8
150860,0,0
151300,1,0
153303,1,0
153672,1,0
154113,0,0
154784,1,0
156000,0,19.94
156981,0,0
158046,0,0
158402,1,0
158593,1,0
158933,1,0
159670,0,32.8
160040,1,0
160482,0,0
161276,1,0
162337,0,0
162574,1,0
164500,1,0
164968,0,0
165158,0,0
165905,0,0
166464,1,0
167088,0,0
167150,0,0
167967,0,0
168076,1,0
168149,1,0
169099,1,0
169188,0,0
169200,0,0
169790,0,0
170070,0,0
170526,0,0
171506,1,0
172278,1,0
172464,0,44.55
172650,0,0
172910,0,0
173630,0,0
173738,0,0
173827,0,0
173940,1,0
174157,0,0
174572,0,0
175897,0,64.5
176079,1,0
176222,1,0
176575,0,0
176583,0,0
176796,0,0
177040,0,0
177180,0,0
177490,1,0
178039,0,0
179221,1,0
179230,1,0
179779,0,0
180386,0,0
180521,0,0
181781,1,0
182621,0,0
183270,1,0
183571,0,0
183970,0,0
184110,1,0
184330,1,0
184764,1,0
184870,0,0
186325,0,0
186368,1,0
186716,0,0
187291,0,0
187330,1,9.95
187453,1,0
187658,0,0
188026,1,0
188999,0,0
190527,1,0
191310,1,0
192015,0,0
192996,0,66
193542,0,0
194530,0,37.85
195049,0,0
195324,1,0
195812,0,0
197041,0,0
197238,0,0
197432,0,0
198307,0,0
199133,0,0
199141,0,0
199311,0,0
199524,0,0
199788,0,0
199982,0,0
200174,1,0
200409,0,0
200530,0,0
201650,0,0
201685,0,94.84
201758,0,0
203114,0,0
203629,0,0
203793,1,0
203858,0,0
205664,0,0
205818,0,0
206512,1,0
206725,1,0
206970,0,0
207381,1,19.94
207764,0,0
208000,0,0
209090,1,0
211303,1,0
211729,0,56.55
212393,1,0
213403,0,0
213705,0,0
213756,1,0
215015,0,0
215252,0,0
215678,1,0
215686,0,0
216402,0,0
216410,0,0
216682,0,0
217077,0,0
217190,1,0
218294,1,0
218413,0,59.24
218790,0,0
218910,1,0
218979,1,0
219096,1,0
220477,1,39.5
220574,1,0
220582,1,0
220833,1,0
221562,0,0
221775,1,0
221848,0,0
221945,0,0
222780,0,56.64
223999,0,0
224669,0,0
224901,0,0
225649,1,0
226130,1,0
226777,0,44.75
227277,1,13.85
227412,0,0
228451,1,0
228460,0,0
228761,1,0
229350,0,0
232181,1,0
232971,1,0
234320,0,0
234494,0,0
235806,0,0
236349,1,0
237400,0,0
237981,0,0
238872,0,0
241300,0,11.9
241750,0,25.2
243345,0,0
243779,0,28
244074,0,0
244350,1,0
244996,0,0
245232,0,0
245836,0,75.5
246620,0,0
246816,1,38.79
247332,0,0
247600,1,0
248800,1,38.58
249599,0,0
250147,0,0
250996,0,3.95
251330,0,0
251739,0,0
252247,0,0
252638,0,0
252670,1,0
253057,0,0
253677,1,0
253898,1,0
254460,0,0
255017,1,0
258911,0,0
258920,0,0
258938,1,0
259535,0,0
260525,0,0
262811,1,0
262951,1,0
263044,0,0
264288,0,0
265322,1,12.85
265870,0,0
267929,0,0
268038,0,0
268496,1,151.6
269409,0,158.05
270091,1,0
272663,0,0
273953,1,0
274348,1,0
274720,0,0
275204,0,43.25
275450,0,12.9
277134,0,0
278114,0,0
279870,1,0
281298,0,0
282715,0,36.85
284246,0,0
284564,0,0
285544,0,0
286850,0,0
287113,0,0
289230,1,0
289370,1,0
289990,1,0
290351,0,0
290815,0,0
290971,0,36.75
291641,1,0
292192,0,0
292214,0,0
293369,0,0
293466,0,0
293504,1,0
293628,0,0
293695,0,0
295914,1,0
296406,0,0
297623,1,0
297690,1,0
299677,1,0
299774,0,0
300578,1,0
300861,1,0
302554,0,0
302961,0,0
303275,0,0
303410,0,0
304298,1,0
305014,0,0
305723,1,0
306614,0,0
307262,1,22.4
309192,0,0
309567,0,0
309974,1,0
310093,0,0
310131,1,0
310379,1,0
313289,0,0
315320,1,0
315605,1,0
316164,0,0
321192,1,0
322210,0,0
322520,0,0
323780,0,0
323829,0,0
324132,0,0
325724,1,0
325775,0,0
325872,0,0
326356,1,0
326429,1,0
326976,0,0
329380,0,0
329630,0,0
331643,0,0
331651,0,0
332135,0,0
332364,0,0
334723,0,0
334731,0,0
335835,0,11.85
336211,1,0
339644,0,0
340456,0,79.2
341118,0,0
341371,1,67.44
341800,1,0
342084,0,0
343765,0,19.9
344834,0,0
347094,0,52.7
347418,0,0
347620,0,0
351857,0,0
352160,0,0
352195,1,0
352314,0,0
353426,1,0
353647,0,0
354465,1,0
354856,0,0
356905,1,0
360872,0,0
360945,0,0
360953,0,0
370991,0,0
373990,1,0
378690,1,0
386600,0,0
390410,0,0
391700,1,0
394394,1,0
398810,1,0
405159,1,0
406791,0,21.8
406805,0,0
407127,0,0
410381,0,0
427306,0,0
430102,0,0
432423,0,0
432512,0,0
442690,0,0
447242,0,0
449130,0,0
450820,1,0
460621,0,0
462829,0,0
463990,0,0
477559,0,0
480266,0,0
480606,1,0
487023,0,0
492710,1,0
496871,1,0
500550,0,0
504157,0,0
523569,0,0
523852,1,0
540501,1,0
543284,1,0
544566,0,0
547662,0,0
547867,0,0
551686,0,0
578355,1,0
578851,0,0
580295,0,0
583286,0,0
587052,0,0
588369,1,0
589268,1,0
589519,0,0
590126,0,0
590509,0,0
590916,0,0
592250,1,0
593788,0,0
593850,0,0
593915,0,0
594482,1,0
595730,0,0
598178,0,0
599310,0,0
601080,0,0
601187,1,0
601349,1,0
601942,0,0
601985,0,0
604194,0,0
604291,0,0
605662,0,0
605859,1,0
606200,0,0
607312,0,0
608726,1,0
610640,1,0
610836,1,0
611093,1,0
611948,0,0
613819,1,0
614653,0,0
615587,0,0
616400,1,0
617032,1,0
617245,0,0
619221,0,0
619914,0,0
620491,0,0
621927,0,0
622036,1,0
622400,0,0
622982,1,0
623261,0,0
623563,0,0
623660,0,0
626538,0,0
626643,0,0
627216,0,0
2000164,1,0
2000431,0,0
2000792,0,8
2001446,1,22.89
2003481,1,0
2003520,0,0
2003848,1,0
2004178,0,0
2005581,0,35.24
2006723,0,0
2009005,0,0
2009188,0,0
2009919,0,0
2012545,0,0
2013762,0,0
2014505,0,0
2015560,0,0
2017385,0,0
2019540,0,0
2021560,0,0
2021684,0,0
2022184,1,0
2023911,1,0
2024063,0,0
2024250,1,0
2024470,1,0
2025485,1,0
2026392,1,0
2028409,1,9.94
2029227,0,531.84
2034700,0,0
2036835,0,0
2037513,0,0
2039710,1,0
2042045,0,71.65
2042673,0,0
2042932,0,0
2044242,0,6.49
2044978,1,0
2046083,1,0
2046547,0,0
2046601,1,0
2049813,0,9.95
2050846,0,0
2053772,0,25.49
2054329,0,0
2055120,1,0
2055406,0,24.73
2057336,0,0
2057379,0,0
2057476,0,0
2057964,1,0
2058456,1,0
2059282,0,0
2060515,1,0
2061465,0,0
2066602,1,0
2067510,0,0
2067625,0,0
2069873,0,0
2070189,1,0
2070804,0,0
2071096,0,0
2071142,0,0
2077400,0,0
2078023,1,0
2078279,0,0
2080770,1,0
2081121,0,0
2082802,1,0
2083159,1,0
2083523,1,0
2090180,0,0
2090813,0,0
2092263,0,0
2092565,0,0
2093880,0,0
2093995,1,0
2094096,0,19.85
2094118,0,0
2095521,0,0
2099837,0,0
2102340,0,0
2102960,1,0
2104172,0,0
2107007,0,0
2108950,0,0
2110113,0,0
2110385,1,40.84
2112400,1,0
2114607,0,0
2116332,1,23
2116545,0,0
2117061,0,0
2117797,0,0
2121603,0,0
2122731,0,0
2122863,0,0
2124920,0,0
2126788,0,0
2127440,1,0
2127725,0,0
2128659,0,0
2129710,1,35.7
2129906,0,0
2130769,1,19.95
2132370,0,0
2133016,0,0
2134292,0,0
2134551,0,0
2134632,0,0
2135027,0,0
2135248,0,0
2136341,0,0
2136554,1,0
2137593,1,0
2138310,0,0
2141078,0,0
2141159,0,0
2141230,0,0
2142104,0,0
2143151,1,0
2143160,1,0
2146398,0,0
2147033,0,0
2147262,0,0
2151359,1,0
2151383,0,0
2153076,1,19.9
2153548,0,0
2154528,0,0
2155478,0,0
2155893,0,0
2155915,0,0
2156660,1,0
2158850,1,0
2159007,0,0
2159791,1,0
2161923,0,0
2167050,0,0
2169339,0,0
2169886,1,0
2170035,1,119.75
2171058,0,49.65
2172380,0,0
2173735,1,0
2174014,1,0
2174669,0,0
2174880,0,0
2175720,1,0
2176530,0,0
2177609,0,0
2179741,0,0
2185857,0,0
2186330,0,0
2187841,0,0
2188015,0,0
2189208,1,0
2189402,0,0
2191032,1,0
2191938,0,0
2192578,1,77.4
2193361,1,0
2193825,0,0
2196883,0,0
2197677,0,0
2199726,0,0
2200074,0,68.24
2200490,0,0
2200554,1,0
2202808,0,0
2202980,0,0
2203367,1,0
2204070,1,0
2204770,1,0
2206994,0,0
2209314,0,0
2209500,1,0
2209861,1,109.84
2211203,0,0
2211254,1,0
2211459,0,5.45
2211998,0,0
2212021,0,0
2212293,1,0
2217120,0,0
2217678,0,0
2219166,0,0
2219689,0,0
2219956,0,0
2222124,1,0
2224950,0,0
2227681,1,0
2228122,0,0
2228521,0,79.6
2231743,1,0
2233371,0,0
2233681,0,0
2233789,1,0
2235633,0,0
2235692,0,0
2236494,1,0
2236583,0,0
2236761,0,0
2236990,0,0
2237261,1,0
2237881,1,0
2238012,0,0
2238306,0,0
2238632,1,0
2242524,1,0
2243059,0,0
2243709,0,0
2243776,0,0
2243792,0,14.9
2244039,0,0
2244900,0,0
2245485,1,0
2247070,0,0
2248255,0,0
2248484,0,0
2248689,0,0
2248794,0,0
2248905,0,52.69
2249073,0,0
2249804,0,0
2250497,1,0
2252260,0,0
2252350,1,0
2252430,1,37.6
2254107,0,0
2254468,1,0
2256762,0,0
2257335,1,48.75
2257513,0,0
2258714,0,0
2258900,0,0
2260042,1,9.8
2260603,1,0
2261170,0,0
2261456,1,0
2262975,1,0
2264765,0,0
2265036,0,0
2265559,0,0
2267454,0,0
2268370,1,0
2268850,0,0
2269325,0,0
2270358,0,0
2270641,1,0
2272105,0,0
2272717,1,0
2273578,0,38.84
2274159,1,0
2274329,1,0
2274990,0,0
2276143,0,0
2276216,1,0
2277263,0,0
2277786,0,0
2277875,0,0
2279800,0,0
2280612,0,0
2280655,1,0
2282151,0,0
2283158,1,0
2283409,0,0
2284456,1,0
2284553,1,0
2284790,0,0
2288117,0,19.84
2288168,1,0
2288982,0,0
2289970,0,0
2291916,0,0
2292181,1,0
2294605,0,34.85
2296306,0,0
2297043,1,0
2299712,1,0
2299925,1,0
2300001,0,0
2302560,1,0
2302810,0,0
2302985,1,0
2304015,1,0
2306654,0,0
2306786,1,0
2307715,0,0
2307839,0,0
2308851,1,0
2309971,0,0
2312220,1,0
2312581,0,0
2313910,0,0
2313936,1,0
2314401,0,0
2318768,0,26.8
2319209,0,0
2320258,1,0
2321840,1,0
2322935,0,0
2323184,1,0
2323877,0,24.8
2325713,1,0
2326663,0,0
2326795,0,0
2327538,1,0
2327651,0,0
2328755,0,0
2331284,1,0
2332086,0,0
2334267,0,0
2335611,0,0
2336260,1,0
2336600,0,0
2340330,0,0
2341247,0,3.95
2342197,0,0
2342480,1,0
2342758,0,0
2343118,0,0
2343690,0,0
2344319,1,46.7
2346370,0,0
2348551,1,0
2348845,1,0
2352362,1,0
2353431,0,0
2355809,0,0
2357534,1,31.9
2359588,0,0
2359650,0,0
2359979,0,0
2361175,1,0
2361280,0,0
2362449,0,0
2362902,0,0
2362937,0,0
2363780,1,0
2364310,0,0
2364786,1,0
2365480,1,0
2369214,0,0
2371030,0,0
2371499,0,0
2371723,0,0
2374560,0,0
2375303,0,0
2376075,0,0
2378787,1,0
2381729,1,0
2383357,0,0
2385490,0,0
2387379,0,0
2388243,0,0
2389703,1,40.75
2390175,1,0
2391333,0,168
2392593,0,0
2392755,0,0
2394227,0,0
2395673,1,0
2396599,0,0
2397285,0,0
2397404,0,0
2398800,0,0
2400588,1,0
2401304,0,23.8
2403820,0,0
2404168,0,0
2407680,0,0
2408791,1,0
2409089,1,0
2409410,0,0
2414058,1,44.75
2414597,0,0
2415348,0,0
2422107,1,0
2422450,1,0
2424320,1,0
2425033,0,0
2425343,0,0
2426498,0,29.35
2427281,1,0
2429861,1,0
2430533,0,0
2430703,0,0
2432021,1,0
2432501,0,0
2432595,1,0
2433141,1,0
2434989,1,0
2435179,1,0
2435322,0,0
2436655,0,0
2437589,1,0
2437660,0,82.65
2438631,1,0
2439387,0,0
2439530,1,0
2440423,0,0
2443465,0,0
2445425,0,0
2445450,0,0
2446073,0,0
2446650,0,0
2447428,1,0
2448467,1,0
2448785,0,0
2448840,0,0
2453703,0,0
2454432,1,0
2454718,0,0
2455188,0,0
2456303,0,0
2460211,1,0
2463202,1,0
2464861,0,0
2465540,0,0
2468646,0,0
2470055,0,0
2471116,1,0
2471140,0,0
2471396,0,0
2472929,0,0
2474921,1,0
2476509,1,0
2476649,1,0
2477904,0,0
2479915,1,0
2481790,1,0
2483360,1,0
2485702,1,0
2487179,0,0
2487870,1,0
2491052,1,0
2491150,0,20.35
2491702,1,0
2493713,0,0
2496437,1,0
2497573,1,0
2497743,0,0
2498073,0,0
2498634,1,0
2500515,0,0
2500698,1,222.9
2500728,0,0
2501643,1,0
2504049,0,0
2505193,0,0
2505347,0,0
2505967,0,0
2507471,0,0
2510863,1,0
2510880,0,0
2513749,0,0
2516306,1,0
2517671,1,0
2518511,0,0
2518759,1,0
2518872,0,0
2518988,1,0
2519046,0,0
2519275,0,0
2519291,1,0
2520680,0,0
2521814,0,0
2522586,1,0
2523574,0,0
2523752,0,0
2525445,0,0
2526468,0,0
2529173,0,0
2529823,1,0
2531410,1,0
2532425,0,0
2535939,0,0
2537389,0,0
2538628,0,0
2543273,0,0
2544601,0,152.75
2553163,0,0
2553457,1,0
2555174,1,0
2560330,0,0
2561557,0,0
2567202,0,0
2567229,0,0
2568500,0,0
2568950,0,0
2570840,0,0
2575760,0,0
2576910,0,0
2579464,1,0
2579871,0,0
2587289,1,0
2589672,0,0
2590603,0,0
2592053,0,39.8
2593211,0,0
2593459,0,0
2594048,0,0
2595001,0,0
2596423,1,0
2598132,0,0
2598442,0,0
2599562,0,0
2599813,0,0
2603942,0,0
2604027,0,0
2604213,1,0
2606305,1,0
2606410,0,0
2606577,0,0
2608880,0,0
2610086,1,0
2610159,0,0
2610264,1,0
2611139,1,0
2611163,0,0
2612950,1,0
2612992,0,0
2613379,0,0
2615908,0,0
2617072,0,0
2617242,1,0
2617404,0,0
2617455,0,0
2617536,0,0
2619652,1,0
2620596,0,0
2621410,0,0
2624443,0,0
2624451,1,0
2624583,0,0
2625288,0,0
2626918,1,0
2627523,1,0
2627973,0,0
2629003,0,0
2629976,0,0
2632594,0,0
2633043,1,0
2634082,0,0
2634090,0,0
2634228,1,0
2634708,0,0
2636808,0,0
2637570,0,0
2637847,0,0
2638398,0,0
2638762,0,0
2639050,1,0
2639149,0,0
2641178,0,0
2643065,1,0
2643685,0,0
2643898,1,0
2644533,0,0
2646242,0,0
2646587,0,0
2647885,0,0
2648644,0,0
2648792,0,0
2649039,0,0
2649063,0,0
2649888,1,0
2651513,1,0
2652099,0,0
2653028,0,0
2653222,1,0
2655730,0,0
2656507,0,0
2656574,0,0
2656795,1,0
2658054,1,0
2658992,0,0
2659166,1,0
2659930,0,0
2660326,0,0
2660717,0,0
2660776,0,0
2661179,0,20.95
2661497,0,0
2661799,0,0
2662558,0,0
2663082,1,0
2663678,0,0
2664186,1,0
2664437,0,0
2665492,0,0
2665719,1,0
2665794,1,0
2665832,1,0
2665905,0,0
2666227,1,0
2666928,1,8.9
2667460,0,0
2667550,1,0
2668211,0,0
2669919,1,0
2670313,0,0
2670453,0,0
2670461,0,0
2673614,0,0
2673649,0,0
2673657,0,0
2674475,0,0
2674882,1,0
2675188,0,0
2675579,0,0
2676060,0,0
2676591,1,0
2677539,1,0
2678519,1,0
2678560,0,0
2678829,1,0
2678942,0,31.85
2679981,1,0
2680050,0,0
2680840,1,0
2681633,0,0
2683210,1,0
2684004,1,0
2684667,1,0
2685361,1,0
2686570,1,0
2687127,1,0
2687682,0,0
2687771,1,0
2688212,0,0
2688298,0,0
2688522,0,0
2689227,1,0
2689243,0,0
2690039,1,0
2690950,1,0
2690969,0,0
2692120,0,0
2692198,0,0
2693216,1,0
2693380,0,0
2693461,0,0
2693925,0,0
2694069,0,0
2695219,0,0
2695774,0,29.19
2695898,0,0
2696452,0,0
2696576,0,0
2697360,0,0
2697556,0,0
2697840,0,0
2700638,0,0
2701278,0,0
2701570,0,0
2702690,0,0
2702851,1,0
2702916,0,0
2703432,0,0
2704072,1,0
2704340,0,0
2705265,0,0
2705770,0,0
2707101,1,0
2707411,0,0
2707756,1,0
2708671,0,0
2708817,0,0
2710056,0,0
2710730,1,128.2
2712504,1,0
2712563,0,0
2714418,0,0
2715015,0,0
2715422,1,0
2715570,1,0
2715627,0,0
2715643,0,0
2718693,0,0
2718839,0,0
2719290,0,0
2719533,0,94.16
2722089,0,0
2722704,0,0
2723093,0,0
2727188,0,0
2728788,0,0
2729458,0,0
2729601,0,0
2730189,0,0
2731517,0,0
2732033,0,0
2733960,0,59.5
2734389,1,0
2734605,0,0
2734990,0,0
2735199,0,0
2737078,0,0
2737728,1,0
2737809,1,0
2738252,0,0
2738783,0,0
2739062,1,0
2739836,0,0
2741563,0,0
2742179,1,0
2742330,1,0
2742780,0,0
2742888,0,0
2744678,0,0
2745143,0,0
2745402,0,0
2746620,0,0
2747391,1,0
2748290,0,0
2749840,0,0
2750147,0,0
2751496,1,0
2752794,1,69.89
2752891,0,0
2755424,0,0
2757320,1,0
2757540,0,0
2758156,1,41.7
2758350,1,0
2759802,0,0
2760525,1,0
2761408,0,0
2762862,1,0
2763060,1,0
2763265,0,0
2764474,0,0
2764598,0,0
2765187,0,0
2765411,0,0
2765578,0,0
2766264,1,0
2766280,0,0
2766426,0,0
2767201,1,0
2770970,1,0
2772205,0,0
2773988,0,0
2774259,0,20.9
2774976,0,0
2775468,1,0
2776588,0,0
2777231,1,0
2777240,0,0
2777452,1,0
2777487,0,0
2778459,0,0
2779200,0,0
2780003,1,0
2780089,0,0
2781980,0,0
2782707,1,0
2783100,0,0
2783762,0,0
2783770,1,0
2784025,1,0
2787130,0,0
2787660,0,0
2788012,0,0
2788179,0,0
2789825,1,0
2790807,1,0
2791382,1,0
2792621,0,0
2793423,0,0
2794780,1,0
2795540,0,0
2796104,0,0
2800551,1,0
2800950,0,0
2802902,0,0
2804484,0,0
2804506,0,0
2805162,0,0
2807050,0,91.5
2808668,1,0
2809095,1,0
2809966,1,0
2811081,0,0
2811146,1,33.7
2812509,0,9.95
2813513,1,0
2818108,0,0
2818973,0,0
2819856,0,0
2822016,1,0
2822890,0,0
2823942,0,0
2824280,0,0
2824558,0,0
2825805,0,0
2826097,0,0
2826143,1,0
2826968,0,0
2827107,0,0
2827387,0,0
2827573,1,19.79
2828081,0,0
2829541,0,0
2829614,0,0
2833026,0,0
2833433,0,0
2833484,0,0
2834006,1,0
2834529,0,0
2835096,1,0
2835428,1,0
2837064,0,0
2837153,0,0
2840154,1,0
2840600,0,0
2841185,0,0
2843382,1,0
2843692,1,0
2844184,0,0
2844648,1,0
2844737,0,0
2845083,0,0
2845199,1,0
2845903,1,0
2845946,0,0
2847035,0,0
2847299,0,26.9
2849810,1,0
2851172,0,0
2851881,1,0
2851946,0,0
2852624,0,0
2854740,0,0
2855208,0,0
2856425,0,0
2857324,0,0
2858380,1,0
2858762,0,0
2859114,0,0
2859378,1,13.9
2859432,0,0
2859688,1,0
2860368,0,0
2860503,0,0
2861186,0,0
2861291,0,0
2863081,0,0
2863928,1,0
2864282,1,0
2864819,0,0
2866021,0,0
2868016,0,29.85
2868202,0,0
2869268,0,0
2869772,0,0
2871238,0,0
2873710,1,0
2873982,0,0
2875861,1,0
2875985,0,0
2877180,0,0
2878020,1,0
2878330,1,14.94
2878356,0,0
2879204,0,0
2879239,0,0
2879271,0,0
2879522,1,0
2879930,0,0
2881179,1,0
2881209,1,0
2881241,0,0
2882868,0,0
2884119,1,0
2885689,0,0
2885824,0,0
2886464,1,0
2886685,1,7.95
2887142,1,0
2887924,0,0
2888726,0,0
2889099,0,0
2889269,1,0
2890089,0,0
2891832,0,0
2894238,0,0
2894718,0,0
2895889,0,0
2895994,0,0
2897032,0,0
2897369,0,0
2897555,0,0
2898179,0,0
2899558,0,0
2899906,0,0
2900335,0,0
2900572,0,0
2900750,0,39
2901714,1,0
2903202,1,0
2903571,1,0
2904179,0,0
2904829,1,0
2904969,0,0
2906716,0,0
2906880,1,0
2906961,0,0
2908425,0,64.55
2908638,0,0
2909103,1,0
2909120,0,25.85
2909537,0,34.75
2910497,1,0
2910748,1,0
2911132,1,0
2911329,0,0
2911353,0,0
2911493,0,0
2912325,0,0
2912619,0,0
2913534,0,0
2913720,0,0
2914433,0,0
2915634,1,23.8
2916541,0,0
2917246,1,0
2917297,1,0
2917548,0,0
2917580,0,19.8
2918676,0,0
2918986,0,0
2920077,0,0
2921782,0,0
2922029,1,0
2923386,0,0
2923637,0,0
2925214,1,0
2925680,1,0
2926121,1,0
2926440,1,0
2927101,0,24.85
2928230,0,0
2928566,1,0
2929350,0,0
2929538,0,0
2929821,0,0
2930510,0,0
2930536,0,0
2930846,0,0
2932130,0,0
2932440,0,63.39
2934116,0,0
2934930,0,0
2935031,1,0
2936380,0,0
2938502,1,0
2939355,1,0
2940272,0,0
2940612,0,0
2940965,1,0
2942151,1,0
2943107,0,0
2945940,1,0
2946157,0,0
2946386,1,0
2946718,0,0
2948664,0,0
2948966,0,0
2949520,0,0
2951029,0,0
2951843,1,0
2952025,0,0
2952068,1,0
2952173,1,0
2952440,0,0
2953579,0,0
2955172,0,41.9
2955369,0,0
2955652,0,0
2955849,1,0
2956322,0,0
2956390,0,0
2957337,0,97.85
2958210,1,0
2958309,0,0
2958953,0,0
2960001,0,0
2961466,1,0
2961865,0,0
2962128,0,0
2963248,0,0
2966387,1,0
2967090,0,0
2967286,1,0
2971593,0,0
2973669,1,0
2973685,1,0
2973707,1,0
2974525,1,0
2975203,0,0
2975696,0,0
2977540,0,0
2980797,0,0
2982480,1,0
2983524,1,0
2983702,0,0
2983710,0,0
2984172,1,0
2984652,0,0
2985004,1,0
2985470,0,17.9
2985535,0,17.95
2985683,0,0
2987333,0,0
2987880,0,0
2988470,0,0
2989492,0,0
2990059,0,0
2990563,0,0
2990750,0,0
2990903,0,0
2992663,1,0
2993155,1,0
2993414,1,0
2994356,0,0
2994615,1,0
2995220,1,0
2996278,0,0
2996685,1,0
2997320,0,0
2998491,0,0
2999080,0,0
3000273,0,0
3000575,1,0
3000885,0,0
3002616,0,0
3004899,1,0
3005224,0,34.85
3005348,1,0
3006034,1,0
3007421,0,0
3007987,0,0
3008304,1,0
3008398,0,0
3008401,0,0
3009327,0,0
3010198,0,0
3010643,1,0
3011640,0,0
3012395,1,0
3012808,0,0
3014533,0,0
3015874,0,0
3016013,0,0
3016919,1,0
3018440,0,0
3018644,1,0
3019411,0,0
3020142,0,0
3020312,0,0
3020886,0,0
3021807,0,0
3024911,0,0
3025128,0,0
